text,datetime,time_text
yg paling aneh poin 6 TNI.  kalau TNI tidak ada sama sekali selama masa ramai itu maka jauh lebih banyak korban manusia dan fasilitas terjadi. untung ada tni sebagai penengah.  krn baik massa dan polisi sama2 ada oknum provokatornya.  siapa yg mengusulkan poin ini?,2025-09-10T11:46:48.000Z,10 Sep
"Masuknya TNI kan emang mengamankan negara dari kekacauan bukan untuk mengambil alih kekuasaan, bisa kayak Nepal kalo kekacauan dibiarkan",2025-09-10T11:56:07.000Z,10 Sep
"Ojol apa ojol nih  Pendapatan berapa bang sehari,sebulan sm kata ojol yg habis ketemu wapres",2025-09-10T12:47:48.000Z,10 Sep
Gaya orang sangek nih yg ngomongnya gini,2025-09-10T12:51:41.000Z,10 Sep
"Ni ojol yg ngarep diundang gibran. Soalnya satu frekuensi, sama2 bego.",2025-09-10T13:11:21.000Z,10 Sep
"Tolol ini ojok, mana poin2 yg arahnya memberontak?",2025-09-10T18:45:29.000Z,11 Sep
Eh kontol tunjukin muka lo buzzer anjinh,2025-09-10T12:07:43.000Z,10 Sep
Rata2 gank termul kok tolol ya,2025-09-10T09:58:39.000Z,10 Sep
"Betul...ngeriiiii... Orang2 pintar dinegri ini yg jelas bekerja buat rakyat dihabisi seperti pak Jokowi dll..dan sekarang menyasar ke Gibran...fitnah mereka pembenci itu sekarang lebih keji Krn didukung tekhnology AI..  yg bisa menirukan persis dari wajah,suara dan gerakan",2025-09-10T10:51:47.000Z,10 Sep
Jaketnya masi baru,2025-09-10T22:40:12.000Z,11 Sep
Kenapa ga dia yg dilindas rantis kemaren?,2025-09-10T20:48:41.000Z,11 Sep
TERMUL TOLOOOLLLL.,2025-09-10T10:04:29.000Z,10 Sep
OJOL CERDAS.,2025-09-11T01:41:34.000Z,11 Sep
Ojol jaketnya kinclong amat..,2025-09-10T12:52:59.000Z,10 Sep
"Pantes negara miskin terus..  sumber daya alam kaya, dikeruk tapi warlok g dapat apa2..",2025-09-10T14:32:49.000Z,10 Sep
Apasih kontol,2025-09-10T17:50:09.000Z,11 Sep
Bacot lo..ngapain segala pake baju ojol..jgn bawa bawa atribut ojol,2025-09-10T16:02:19.000Z,10 Sep
"Salut buat Abang Ojol ini. Wawasan yg luar biasa, pola pikir dan nalarnya gw acungin Jempol. Orang seperti inilah yg pantas duduk di Kabinet Indonesia Maju",2025-09-10T15:22:07.000Z,10 Sep
Jerrrrr kerja kerja... Besok masih mau makan kan???,2025-09-10T13:47:53.000Z,10 Sep
pantas ngojol terus,2025-09-11T08:58:56.000Z,11 Sep
Preet TERMUL,2025-09-11T13:38:29.000Z,11 Sep
Ojol kok bersih banget jaketnya,2025-09-12T03:30:28.000Z,12 Sep
Bukan ojol biasa,2025-09-11T20:18:23.000Z,12 Sep
"ketawain aja buzzer ini , saking susah nya nyari makan sampe jadi buzzer wkwk",2025-09-11T14:24:48.000Z,11 Sep
ini orang bodoh si padahal ini menguntungkan rakyat bodo.. ojol tolol,2025-09-12T00:20:47.000Z,12 Sep
Mending diam lo tolol,2025-09-11T04:26:47.000Z,11 Sep
Jaketnya minimal dikasih debu dikit kek,2025-09-11T05:10:40.000Z,11 Sep
"Ojol palsu, akun buzzer termul, sama sama laknat dimata allah, tinggal tunggu azab",2025-09-10T17:58:05.000Z,11 Sep
Trmull  ini mh,2025-09-11T00:21:05.000Z,11 Sep
Bacot..  tuh jaket baru beli di online ??!!!,2025-09-11T11:51:03.000Z,11 Sep
"Dek, apus postingannya. Sok pinter jd keliatan bodoh",2025-09-11T18:26:29.000Z,12 Sep
Wkwkwkwkwkwkwk dongo,2025-09-11T09:46:00.000Z,11 Sep
"Hee kaka,sana cari sumber aer bantu mamak buat mandi adik",2025-09-11T08:36:55.000Z,11 Sep
kenapa ke timur tengah bang?,2025-09-11T01:02:51.000Z,11 Sep
Oh ini muka Ojol yg jadi buzzer? Pendapatan berapa per video?,2025-09-11T05:53:50.000Z,11 Sep
KONTOL BIN TOLOL,2025-09-10T12:40:20.000Z,10 Sep
Wkwkwkwkwkwkk,2025-09-10T20:21:55.000Z,11 Sep
"Tuntutan mencabut mandat tni dari proyek pertanian tuntutan para pengusaha importir dan tengkulakdan  pejabat yg biasa korup,bukan tuntutan rakyat petani",2025-09-11T01:46:13.000Z,11 Sep
"Dia bukan ojol, dan gk punya akun gojek",2025-09-11T17:33:43.000Z,12 Sep
Pov : yamal udah gk main di barca,2025-09-11T08:18:18.000Z,11 Sep
@grok  Tolong info akün TikTok ojol Yang Ada di DALAM video,2025-09-12T18:44:00.000Z,13 Sep
"mana yang melemahkan, bodoh",2025-09-10T11:07:27.000Z,10 Sep
"kakak OJOL ini lebih TOLOL, LEBIH GOBLOK daripada influencer yang jadi buzzer prabowo..  Tolol lu KK",2025-09-11T02:07:04.000Z,11 Sep
"Ojol yang pendapatan nya 10jt /bulan, 100rb dari orderan gojek selebihnya dari orderan konten pesanan",2025-09-10T23:34:04.000Z,11 Sep
para kadrun n anzing² pengikut influenzer terkaing-kaing mndengar stetmen ini. wkwkwk,2025-09-11T17:06:23.000Z,12 Sep
Pke baju ojol lu. Coba cek akun'y broo.. Pasti pas vermuk kena PM akun'y krn gk sinkron komuk sm data asli'y,2025-09-10T19:09:26.000Z,11 Sep
Ngomong opoooo,2025-09-11T03:58:55.000Z,11 Sep
Jaket si abang bagus ih,2025-09-10T19:15:40.000Z,11 Sep
"Banyak bicara kau kerja aja lu ojol,baru ketemu wapres ya begini.",2025-09-10T14:48:23.000Z,10 Sep
Bahahaha gak ngerti yg diomongin kyk gini nih. Halu,2025-09-10T15:38:41.000Z,10 Sep
Ini ojol mana sih cari woy???,2025-09-10T17:35:59.000Z,11 Sep
Ini termul ni yakin,2025-09-10T17:34:06.000Z,11 Sep
otak kosong yg di minta ngemeng depan kamera. yg penting mewakili org timur cuma dpt ongkos 500rb dah seneng. otak komponi,2025-09-11T10:52:52.000Z,11 Sep
"Makarnya di mana, sih? Aneh banget",2025-09-10T18:59:16.000Z,11 Sep
"""koruptor itu orang orang pintar"" kalau pintar tidak tertangkap dong KK  orderan mu kurang jauh KK,sini ngopi bersama ku",2025-09-10T22:55:42.000Z,11 Sep
Intel ini....,2025-09-10T22:44:00.000Z,11 Sep
Siapa ini ? Apa tidak bisa dibungkam mulutnya?,2025-09-10T14:44:42.000Z,10 Sep
Semoga Presiden  @prabowo  memperhatikan saran adik ini,2025-09-10T08:44:22.000Z,10 Sep
Narik aja bang...biarkan saja negri ini apa adanya biar km bisa ngojol seumur hidupmu,2025-09-11T02:20:47.000Z,11 Sep
Pantes dia jadi ojol,2025-09-11T13:06:17.000Z,11 Sep
Cair Cair,2025-09-10T14:41:51.000Z,10 Sep
"waduh abangnya nampak bersih dan jaketnya bagus, pasti anak wabah menganggap abang ojol sebagai intel",2025-09-10T13:41:39.000Z,10 Sep
Wah udh kemana mana termul ya,2025-09-11T10:40:40.000Z,11 Sep
"Mending Ngojek Lagi ajjah... Kalo ketiga tuntutan itu kamu salahkan saya Lebih Bahagia Lagi.   Seperti Orba "" Tentara bisa Menduduki Jabatan Sipil Tanpa perlu keluar dari TNI""  Dan Polisi Bebas Memenjarakan bahkan membunuh Rakyat baru Bikin pembelaan spt Sinetron",2025-09-10T18:42:56.000Z,11 Sep
Beneran nih ojol,2025-09-11T02:42:29.000Z,11 Sep
Dikira arti kembali ke barak artinya harus 100% stay di barak gitu? Gitu aja masa diartiin secara harfiah.,2025-09-11T06:55:14.000Z,11 Sep
Korban ketidakmerataan pendidikan,2025-09-10T23:35:24.000Z,11 Sep
‘17+8 Tuntutan Rakyat’ have been released.,2025-09-01T03:46:28.000Z,10.46 AM · 1 Sep 2025
Lebih mungkin Arsenal juara premier league dibandingkan semua tuntutan ini dipenuhi,2025-09-01T04:04:11.000Z,1 Sep
Viral 17+8 Tuntutan Rakyat: Hentikan Kekerasan hingga Reformasi DPR,2025-09-01T08:40:17.000Z,1 Sep
"kalau terpenuhi semua, will it make us change the way we see wowo?",2025-09-01T04:11:29.000Z,1 Sep
"Terima kasih atas minat Anda! ""17+8 Tuntutan Rakyat"" adalah gerakan rakyat untuk reformasi, didukung lebih dari 40.000 tanda tangan, menuntut transparansi dan hak pekerja dari pemerintahan Prabowo. Ini terkait dengan protes 2025 yang meluas di Indonesia.",2025-09-01T03:48:39.000Z,1 Sep
"Isi 17+8 Tuntutan Rakyat yang Dinisiasi Jerome Polin, Salsa Erwina dan Cheryl Marella di IG Story, Apa Saja?",2025-09-01T11:11:18.000Z,1 Sep
"gue tampol juga nih bot india, hadeh rese banget",2025-09-01T04:05:29.000Z,1 Sep
bebaskan seluruh demonstran,2025-09-01T04:26:48.000Z,1 Sep
"+stop dan evaluasi program MBg, udah makan anggaran banyak banget tapi SOP nya ga jelas, banyak korban keracuan.",2025-09-01T04:00:04.000Z,1 Sep
WHAT ARE THESE INDIAN BOTS DOING HERE??,2025-09-01T04:28:04.000Z,1 Sep
17+8 Tuntutan Rakyat’ have been released. this is  pretty great and cool,2025-09-01T04:21:58.000Z,1 Sep
"English translation of the demands, hope it helps spread awareness internationally",2025-09-01T04:16:40.000Z,1 Sep
"masih general, kalau mau lebih spesifik, misalnya buat aturan gaji anggota dpr berserta tunjangannya max 10x lipat dari UMR, reformasi partai politik bisa tuntut jabatan parpol max 2x jabatan untuk regenerasi, sehingga kekuatan parpol tidak numpuk di org yg sama bertahun' dst",2025-09-01T04:23:24.000Z,1 Sep
Kita liat aja berapa yg akan dipenuhi.  Lha giliran ditanyain komitmen perampasan aset koruptor aja jawabannya malah “apa adil kalo anak/keluarganya ikut miskin.”  Emang pengen nyenengin circle-nya aja sih ini orang.,2025-09-01T04:36:33.000Z,1 Sep
who made the design text? SHE ATE,2025-09-01T03:56:29.000Z,1 Sep
"Poin Umumkan komitmen partai untuk berpihak ke rakyat itu simbolis banget, basa basi cuma nambahin biar banyak.  Diumumin tapi standar implementasinya gak jelas mau minta pertanggung jawaban juga gak bisa.",2025-09-01T06:02:42.000Z,1 Sep
Copot itu si ikan busuk dari kepala.,2025-09-01T04:19:57.000Z,1 Sep
Why isn't there anything about the president here  he's also a massive part of the problem,2025-09-01T03:58:33.000Z,1 Sep
"Lebih mungkin MU menang epl daripada tuntutan rakyat dikabulkan, ya gak?  @ryzcassano   @pablooord",2025-09-01T04:30:39.000Z,1 Sep
menurut kalian mana aja yang bakalan bisa terpenuhi?,2025-09-01T06:13:05.000Z,1 Sep
"Padahal perampasan aset adalah yg paling utama yg lain nya nyusul pun GPP, aku yakin begitu banyak uang negara hanya numpuk di personal individu para maling , ingat kata pak Mahfud, 1 sektor SDA aja sudah cukup membuat rakyat Indonesia dapat jatah bulanan 20 juta per org",2025-09-01T15:16:08.000Z,1 Sep
"Problem terlalu banyak tuntutan adalah banyak orang tdk akan ingat, mending tiga tuntutan biar kayak tritura",2025-09-01T09:22:13.000Z,1 Sep
tuntutan siapa? yg ngomongnya rakyat mewakili siapa?,2025-09-01T09:37:13.000Z,1 Sep
"tolong tambahkan pengurangan tugas polisi dong, kebanyakan tugas sampai rakyat waktu ngelapor dan minta tolong ga dibantuin. bahkan direndahkan, sempat ada yg dilecehkan",2025-09-01T04:49:21.000Z,1 Sep
The government and parliament after these demands:,2025-09-01T09:57:02.000Z,1 Sep
"Tapi, untuk 17 Tuntutan Rakyat tersebut, Deadline-nya bertepatan saat Maulid Nabi 1447 H.",2025-09-01T13:38:41.000Z,1 Sep
"Kok jadi lupa dgn PBB-P2?  Itukan penyebab utama jadi banyak demo di daerah-daerah, gara2 kenaikan pajak hingga 1000%",2025-09-01T06:16:16.000Z,1 Sep
"Asli tuntutan 17+8 itu banyak yang receh, seakan akan demo kemarin cuma buang waktu.",2025-09-04T00:13:53.000Z,4 Sep
LARANGAN MANTAN TERPIDANA KORUPSI BISA MENCALONKAN DIRI KEMBALI DI SEMUA JABATAN DPR HINGGA RT.,2025-09-01T15:18:13.000Z,1 Sep
Bekukan kenaikan gaji/tunjangan anggota DPR dan batalkan fasilitas baru. Publikasikan transparansi anggaran.  make justice for affan,2025-09-01T04:33:11.000Z,1 Sep
bersihkan dan reformasi,2025-09-01T04:28:30.000Z,1 Sep
@grok  whats matter?,2025-09-01T03:51:49.000Z,1 Sep
Kepala komnas HAM nya ajah si ono ....,2025-09-01T04:47:42.000Z,1 Sep
"Ngeliat 2 pidato sebelumnya, tuntutan ini kemungkinan besar ga akan didengerin. Apalagi udah muncul arahan pasti dari presiden, seolah mereka udah siap menghadapi rakyat. Sadar atau tidak, ga ada satupun pejabat yg kontra dengan pemerintahan. Pemerintah vs rakyat, who’ll win?",2025-09-01T06:27:24.000Z,1 Sep
Vravovo: Tuntutan teroris,2025-09-01T04:36:31.000Z,1 Sep
Siapa yg buat ini tiba2 jadi “Tuntutan Rakyat”?,2025-09-01T09:20:40.000Z,1 Sep
"point, Tangkap, Adili dan Proses Hukum Prabowo be Like",2025-09-01T06:18:45.000Z,1 Sep
Plisss butuh template IG biar bisa di sharee,2025-09-01T04:26:28.000Z,1 Sep
Freeze it? It’s just gonna come back when it melts why not just erase it duh,2025-09-01T06:30:07.000Z,1 Sep
"ini dr siapa ya? kiblat kita siapa sebenernya? Mba Salsa kah? biar terorganisir, ruu perampasan asset jd dl 1thn?",2025-09-01T03:59:52.000Z,1 Sep
"Tambahan dari gw  Tuntutan Nikahin letkol teddy, wo itu teddy udah nemanin lu sampe jadi presiden, Udh centil kemana mana, biar di sah in sama lu wo, jadiin letkol teddy ibu negara, sesegera mungkin",2025-09-01T07:17:55.000Z,1 Sep
what ??,2025-09-01T03:49:40.000Z,1 Sep
Partai harus pecat atau jatuhkan sanksi tegas,2025-09-01T04:31:52.000Z,1 Sep
"Tim Investigasi Independen kasus Affan Kurniawan, Umar Amarudin",2025-09-01T04:31:25.000Z,1 Sep
tegakkan displin internal,2025-09-01T04:30:42.000Z,1 Sep
dialog dengan serikat buruh,2025-09-01T04:30:10.000Z,1 Sep
perkuat komnas Ham,2025-09-01T04:29:43.000Z,1 Sep
TNI kembali ke barak,2025-09-01T04:29:25.000Z,1 Sep
reformasi perpajakan yang lebih adil,2025-09-01T04:28:59.000Z,1 Sep
"tangkap,adili, dan proses hukum secara transparan",2025-09-01T04:27:25.000Z,1 Sep
"""17+8 Tuntutan Rakyat"" telah dirilis.",2025-09-01T04:23:34.000Z,1 Sep
@gork  explain,2025-09-01T03:50:07.000Z,1 Sep
@grok  what is this?,2025-09-01T16:37:31.000Z,1 Sep
Free alll,2025-09-01T16:37:45.000Z,1 Sep
Keknya duluan isrofil tuntasin tugasnya,2025-09-01T16:24:19.000Z,1 Sep
Kondisi DPR sekarang,2025-09-02T10:52:19.000Z,2 Sep
P,2025-09-01T15:59:50.000Z,1 Sep
Respect!!!,2025-09-03T02:45:58.000Z,3 Sep
"g ada yg ngusulin ""Hukuman mati"" utk para koruptor + mencabut Hak Politik utk Keluarganya?",2025-09-01T15:44:42.000Z,1 Sep
"untuk tuntutan jangka pendeknya agak remeh menurut saya, hanya masalah di permukaan saja dan berfokus ke keuntungan denonstran dibanding rakyat. kebanyakan hanya akan membuat ganti boneka aja, tidak mengenai akar masalahnya",2025-09-04T14:09:27.000Z,4 Sep
Hari ini pada aman kan kerja nya? Tdi otw kantor Bener2 sedih bgt liat jkt...,2025-09-01T03:52:40.000Z,1 Sep
"Nah ini yg hrus kita kawal bareng bareng. Sebagai bahan evaluasi bersama, kita bisa liat hasil kerja nya nanti gmn.. semoga bisa terealisasi sedikit demi sedikit, 50% nya aja itu udah alhamdulillah bgt",2025-09-01T11:26:10.000Z,1 Sep
"yg di tahan, itu bukan demonstran, but anarkis, ini mau jadi anarkis country?",2025-09-01T09:41:01.000Z,1 Sep
Stop MBG ga ada ya,2025-09-01T07:22:15.000Z,1 Sep
Sahkan RUU perampasan aset,2025-09-01T15:37:42.000Z,1 Sep
"Tambahin boleh gak sih, Evaluasi kembali Indikator Kemiskinan dari BPS yang sebenar2nya",2025-09-01T06:33:42.000Z,1 Sep
gada hukuman mati buat dewan koruptor,2025-09-02T23:50:38.000Z,3 Sep
ngimpi.. TPI mimpi semustahil apapun hrus berjuang buat digapai,2025-09-01T08:23:58.000Z,1 Sep
ini source nya darimana gaes?? Minta yg size buat story ada gak?,2025-09-01T05:50:16.000Z,1 Sep
UU perampasan aset,2025-09-02T06:14:10.000Z,2 Sep
GANTUNG KORUPTOR blum min,2025-09-02T00:01:06.000Z,2 Sep
Kalo gak di turuti konsekuensinya apa nih?,2025-09-01T04:19:16.000Z,1 Sep
"God, please!",2025-09-01T16:48:38.000Z,1 Sep
@prabowo,2025-09-01T05:10:47.000Z,1 Sep
Mulailah urus negara ini dengan benar,2025-09-01T05:39:06.000Z,1 Sep
ini boleh share ke ig gak?,2025-09-01T04:47:26.000Z,1 Sep
"Pelan2 tapi pasti, tuntutan rakyat mulai dipenuhi",2025-09-03T05:47:32.000Z,3 Sep
kabinet sama program2nya wowo harusnya kena juga,2025-09-01T04:33:13.000Z,1 Sep
"Kasihan, mahasiswanya ga tau, masalah utama adalah pemotongan transfer ke daerah yg menyebabkan uang yg berputar didaerah berkurang ratusan milyar. Pasar kosong, buka toko juga percuma. Artina masih berusaha juga sulit.",2025-09-06T12:16:36.000Z,6 Sep
"Sebenarnya kalau Prabowo mau dipercaya rakyat, ga usah minta. Lakuin ini aja, rakyat paling udah mulai percaya..",2025-09-01T04:35:11.000Z,1 Sep
Lebih percaya gw menang lotre taon ini daripada ini terpenuhi semua.,2025-09-01T16:33:18.000Z,1 Sep
"@grok  menurutmu kenapa ada banyak orang yang tidak setuju perampasan aset bagi pelaku pidana korupsi? Bahkan ada yg beralasan bisa merugikan rakyat, apakah itu termasuk ciri pernyataan buzzer? Kan untuk terpidana korupsi saja . Jelaskan bagi saya yg kurang mampu berpikir ini",2025-09-01T12:56:55.000Z,1 Sep
how can u demanding human rights to the executor who against it?,2025-09-01T06:36:08.000Z,1 Sep
* Ruu perampasan aset * Gaji guru or tenaga media & UMR  gak rela banget gaji n tunjangan anggota DPR 30x lebih banyak Dari rakyat   Menurutku ini harus jadi top7,2025-09-01T04:21:22.000Z,1 Sep
Hukum mati koruptornya mana? Sama tidak boleh ada transaksi cash diatas 10 juta biar gak gampang money laundry dan suap. Mana? Yang paling penting kok malah gak ada. Bikin tuntutan tapi gak ajak2 ya gini pasti ada yang miss.,2025-09-02T19:40:16.000Z,3 Sep
Paling cuma sebiji dua biji doang yg dipenuhi,2025-09-01T04:15:19.000Z,1 Sep
sayang parpol ga kena.,2025-09-01T06:08:53.000Z,1 Sep
Harusnya Sahkan RUU Perampasan harta Koruptor di stabilo,2025-09-01T04:00:49.000Z,1 Sep
"mari kita kawal, pelan2 akan terealisasi...",2025-09-03T02:37:17.000Z,3 Sep
Jgn lupa libatkan ulama,2025-09-01T12:50:47.000Z,1 Sep
"yang bikin tuntutan masih berharap jadi anggota DPR, mau jadi pahlawan juga kisah nya ini, tidak murni perjuangan perubahan.",2025-09-01T06:56:28.000Z,1 Sep
One of the polwan said this on her ig story. I’m sick,2025-09-01T10:57:35.000Z,1 Sep
"IMF , BANK DUNIA , WALLSTREET, KONSORSIUM INVESTOR SOROS dkk, KONSORSIUM INVESTOR TIONGKOK - HONGKONG plus KONSORSIUM INVESTOR SINGAPORE dkk : 'SIAP BANTU AMBIL ALIH KELOLA  SUMBER EKONOMI & KEUANGAN PLUS ASSET BUMN untuk Kebaikan bersama'. Selamat Datang Krisis Moneter RI 2026.",2025-09-02T03:56:00.000Z,2 Sep
intinya susah kalo masih ada anak cucu Soekarno  puan harus lengser,2025-09-01T08:32:01.000Z,1 Sep
Nunggu como juara serie A dlu ya,2025-09-01T06:43:18.000Z,1 Sep
Kayanya thn ini MU juara epl lebih masuk akal dr itu semua dah,2025-09-01T07:49:38.000Z,1 Sep
YG PALING PENTING SKEG ITU SAHKAN UU PERAMPASAN ASET KORUPTOR / HUKUM MATI KORUPTOR!!!,2025-09-01T15:15:17.000Z,1 Sep
Lebih percaya emyu juara EPL musim ini dibanding smua tuntutan di atas terpenuhi semua.,2025-09-01T04:26:18.000Z,1 Sep
Sebarkan sebanyak - banyaknya dan seluas - luasnya.,2025-09-01T06:51:57.000Z,1 Sep
"tetap positif aja. sapa tau terpenuhi. bagi yang punya kuasa, tolong dibaca karena ini yang dibutuhkan. asal nggak serakahnya kebangeten bisa kok. ibarat pohon kalau nggak pernah dipupuk, dibuang benalunya, juga nggak bisa buah",2025-09-01T05:22:19.000Z,1 Sep
Tuntutan macam apa ini,2025-09-02T14:46:44.000Z,2 Sep
Mana ada pejabat mau nurutin kemauan rakyat yg hidup susah kyk saya,2025-09-01T18:45:09.000Z,2 Sep
Desainya aneh,2025-09-01T10:45:21.000Z,1 Sep
And They be like How about no.. Just No,2025-09-01T04:39:58.000Z,1 Sep
Gaskeun,2025-09-01T04:11:43.000Z,1 Sep
Looks like everyone's betting on a miracle instead of actual change...  Maybe we should start a prayer circle for genuine reform!,2025-09-01T04:47:36.000Z,1 Sep
keren jg ex bos gw yg mempelopori (hidup mantappu),2025-09-01T04:54:45.000Z,1 Sep
btw ada alesan knp kli ini milih warna pink dan ijo ga?,2025-09-01T05:38:30.000Z,1 Sep
Halaah tuntutannya selalu TNI & TNI justru TNI yg selama ini dikebiri kemarin demo TNI  bisa bersama rakyat g seperti parcok ngumpet -pensiun DPR hapuskan -tunjangan & bonus para pejabat dr semua lembaga & institusi hapuskan -pajak rakyat kembalikan ke semula angkat bisnis UMKM,2025-09-01T04:38:12.000Z,1 Sep
"@prabowo  baca, wok",2025-09-01T05:52:52.000Z,1 Sep
min ksih sumber ny jg,2025-09-01T04:02:38.000Z,1 Sep
I have 2 questions. Siapa yg menyusun tuntutan rakyat ini dan gimana proses perumusannya? Siapa yg kita percaya/expect buat melaksanakan semua tuntutan td?,2025-09-02T01:26:11.000Z,2 Sep
KOK GUE NGITUNGNYA YG 1 MINGGU CUMA ADA 16 POIN?,2025-09-01T04:42:14.000Z,1 Sep
"+ 1 tolong permudah akses pendidikan dan tingkatkan kualitas pengajar, udh itu aja",2025-09-02T02:36:12.000Z,2 Sep
LET WE SPREAD IT,2025-09-01T04:03:25.000Z,1 Sep
"kasian ya kerjanya banyak, coba dari dulu dicicil jadi kan enak paling sekarang ga banyak tuntutannya",2025-09-01T10:39:07.000Z,1 Sep
"Mengingat bangsa kita ini menganut sistem kakistokrasi, nampaknya agak berat untuk memenuhi tuntutan² tsb.",2025-09-01T12:19:29.000Z,1 Sep
"@DPR_RI   @prabowo  janlup dl nya yaa, dikerjain, ditandain di kalender ya...",2025-09-01T05:12:27.000Z,1 Sep
lebih yakin emyu degradasi keknya daripada pemerintah yang memenuhi tuntutan,2025-09-01T04:20:58.000Z,1 Sep
La.UU Peramapasan aset e endi?,2025-09-01T10:05:26.000Z,1 Sep
"Itu 16+8 deh, ato gw salah hitung?",2025-09-01T04:42:31.000Z,1 Sep
"Yang tuntutan within 1 week nggak sampai 17 saya hitung, cuma ada 16.",2025-09-02T10:17:24.000Z,2 Sep
Sesuatu yg hilang dari era ke pemerintahan presiden ke-7 sampai sekarang. Bastard,2025-09-01T06:41:45.000Z,1 Sep
+1 UMR-kan gaji DPR biar bubar sendiri,2025-09-03T05:37:31.000Z,3 Sep
"pdhal tnggal adili Mulyono, 25 tuntutan kelar sekaligus",2025-09-01T04:36:22.000Z,1 Sep
today i barked at the policeman riding his moge di jalan toll. Would’ve ran him over if I didn’t have to make minimum wage and unpaid overtime,2025-09-01T13:15:59.000Z,1 Sep
"Yakin bagi mereka ini realistis dan bakal didengerin semua ?? Nyuruh penuhi semua sama aja nyuruh mereka bunuh diri cik, 1 tuntutan demo skala besar yang dulu2 aja gak dipeduliin sampe sekarang, yang kita lawan tu mafia weh kita punya alat negosiasi apa buat ngancem mereka ?",2025-09-01T10:04:00.000Z,1 Sep
